num_cus,num_tmacs,mem_buf_cap,net_buf_cap,mem_banks_per_group,mem_ranks,mem_frac_bank_cap,batch_size,kv_cache,latency_ms,energy_mJ,latency_per_token_ms,energy_per_inference_mJ,energy_per_token_mJ,prefill_tokens_per_sec,average_power_W,system_power_W,average_power_mem_W,average_power_comp_W,average_power_net_W,system_cost,chiplet_silicon_cost,memory_cost_2xHBLC,package_cost,package_silicon_cost,package_memory_cost,package_substrate_cost,system_silicon_cost,system_memory_cost,system_substrate_cost,system_pcb_cost,avg_comp_util,avg_mem_util,system_compute_TOPS,system_bandwidth_TBps,system_capacity_GB,num_packages,num_chiplets,hblc_capacity_GB,hblc_bandwidth_GBps,hblc_bw_per_capacity,peak_buffer_MB,avg_cache_util_MB,model_weight_capacity_GB,kv_cache_capacity_per_batch_GB,total_model_capacity_GB,cores_per_cu,mem_buffer_size,net_buffer_size,tmacs_per_core,hblc_bank_groups,hblc_ranks,hblc_frac_bank_cap
64,22,1.0,0.25,2,3,0.5,32,4096,0.3719715625,8.192018877544916,0.011624111328125,8.192018877544916,0.2560005899232786,86028.08178380571,22.023476516302186,1409.5024970433399,11.470221768650763,9.970440617487885,0.5828141301643697,6105.7459576128485,19.666044328239813,73.0435653465892,380.4465418674579,78.66417731295925,292.1742613863568,9.60810316814184,1258.626837007348,4674.788182181709,153.72965069026944,18.601287733522604,0.2432553933632236,1.0,5767.168,32.768,288.0,16.0,64.0,2.25,256.0,113.77777777777777,0.465576171875,0.0762741370440678,3.740478515625,0.25,11.740478515625,16.0,1048576.0,262144.0,22.0,2.0,3.0,0.5
